City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,pirane,-25.7324,-59.1088,56.84,48,72,7.72,AR,1716659216
362,tazovsky,67.4667,78.7,29.39,97,100,5.41,RU,1716658997
363,uturoa,-16.7333,-151.4333,81.55,81,30,17.63,PF,1716659218
364,al muwayh,22.4333,41.7583,92.05,13,4,20.07,SA,1716659219
365,changji,44.0167,87.3167,70.59,52,0,2.24,CN,1716659219
366,robertsport,6.7533,-11.3686,83.19,77,88,8.66,LR,1716659220
367,palmer,42.1584,-72.3287,79.32,42,75,10.36,US,1716659220
368,polyarnyy,69.1989,33.4478,39.18,72,97,14.54,RU,1716659221
369,fort stockton,30.894,-102.8793,94.15,8,0,10.36,US,1716659222
370,belyy yar,53.6039,91.3903,55.29,82,0,6.71,RU,1716659222
371,formosa,-26.1775,-58.1781,56.97,57,91,1.99,AR,1716659116
372,hosanagara,13.9167,75.0667,73.69,96,100,6.64,IN,1716659223
373,rakamaz,48.1333,21.4667,71.73,36,29,5.41,HU,1716659224
374,al burayqah,30.4062,19.5739,85.55,37,83,22.55,LY,1716659225
375,ar rutbah,33.0381,40.2848,75.87,25,0,4.25,IQ,1716659225
376,impfondo,1.6381,18.0667,73.02,96,85,2.98,CG,1716659226
377,corum,40.5,34.75,52.38,88,40,4.56,TR,1716659226
378,bei'an,24.5399,109.533,75.02,96,99,3.53,CN,1716659227
379,carnarvon,-24.8667,113.6333,68.86,82,0,16.37,AU,1716659228
380,revda,56.801,59.9303,56.43,85,98,9.64,RU,1716659228
381,juneau,58.3019,-134.4197,46.4,81,100,16.11,US,1716658948
382,tandahimba,-10.75,39.6333,66.61,96,66,2.04,TZ,1716659229
383,kapa'a,22.0752,-159.319,77.09,80,100,13.8,US,1716659230
384,berdigestyakh,62.0989,126.6992,42.19,80,0,4.38,RU,1716659231
385,santo antonio,-6.3106,-35.4789,83.16,72,100,13.09,BR,1716659231
386,veselynove,47.3567,31.2349,61.38,43,0,7.61,UA,1716659232
387,shimoda,34.6667,138.95,61.11,84,100,7.65,JP,1716659233
388,jingdezhen,29.2947,117.2079,73.0,93,28,1.66,CN,1716659233
389,gornozavodsk,58.3758,58.3211,49.41,96,100,7.76,RU,1716659234
390,karratha,-20.7377,116.8463,73.99,43,0,8.55,AU,1716659234
391,alo,7.4178,6.7371,78.37,82,66,4.27,NG,1716659235
392,corner brook,48.9667,-57.9484,44.76,97,100,4.32,CA,1716659107
393,quartu sant'elena,39.2419,9.1839,73.62,73,20,6.91,IT,1716659236
394,whitehouse,32.2268,-95.2255,86.09,80,97,1.99,US,1716659141
395,kadugli,11.0167,29.7167,95.79,28,71,5.48,SD,1716659237
396,miri,4.4148,114.0089,80.74,94,40,0.0,MY,1716659237
397,itigi,-5.7,34.4833,72.16,51,97,4.43,TZ,1716659238
398,dadukou,26.5479,101.7054,76.39,65,14,3.24,CN,1716659238
399,virginia,37.5481,-77.4467,90.34,53,40,6.91,US,1716659136
400,prado,-17.3411,-39.2208,79.21,70,98,9.69,BR,1716659240
401,bodo,67.28,14.405,59.04,47,0,11.5,NO,1716659240
402,kentville,45.0835,-64.4988,68.02,52,16,10.36,CA,1716659241
403,tazacorte,28.629,-17.9293,70.77,83,20,9.22,ES,1716659241
404,indramayu,-6.3264,108.32,81.14,80,100,9.55,ID,1716659242
405,villa union,23.2,-106.2333,87.76,58,0,5.75,MX,1716659242
406,calapan,13.4117,121.1803,79.61,84,100,9.73,PH,1716659243
407,labrador city,52.9463,-66.9114,40.91,86,75,11.5,CA,1716659173
408,kingston,17.997,-76.7936,93.16,66,20,11.5,JM,1716658947
409,glace bay,46.1969,-59.957,61.9,67,75,9.22,CA,1716659245
410,hirara,24.8,125.2833,79.07,94,100,2.3,JP,1716659245
411,batouri,4.4333,14.3667,71.71,94,92,2.55,CM,1716659246
412,bonthe,7.5264,-12.505,85.15,71,100,7.61,SL,1716659246
413,ostroleka,53.0862,21.5757,68.94,84,100,9.26,PL,1716659247
414,agat village,13.3886,144.6585,81.54,78,40,6.91,GU,1716659247
415,huarmey,-10.0681,-78.1522,71.74,72,17,12.55,PE,1716659245
416,salinopolis,-0.6136,-47.3561,82.2,84,99,6.82,BR,1716659249
417,naze,28.3667,129.4833,72.52,91,90,4.61,JP,1716659250
418,estevan,49.1334,-102.9842,55.74,40,0,14.97,CA,1716659078
419,anadyr,64.75,177.4833,28.9,92,0,6.71,RU,1716659251
420,walvis bay,-22.9575,14.5053,63.09,46,3,17.27,NA,1716659251
421,lakatoro,-16.0999,167.4164,75.56,86,96,13.18,VU,1716659252
422,yeppoon,-23.1333,150.7333,63.25,85,3,10.38,AU,1716659253
423,cockburn town,21.4612,-71.1419,82.36,74,40,4.61,TC,1716659133
424,dukku,10.8231,10.7717,91.22,37,45,12.15,NG,1716659254
425,khandyga,62.6667,135.6,42.26,73,27,1.83,RU,1716659254
426,kindu,-2.95,25.95,80.49,62,64,1.39,CD,1716659255
427,puerto lempira,15.2667,-83.7667,93.22,50,69,13.09,HN,1716659255
428,dieppe,49.75,1.1667,66.38,77,71,1.01,FR,1716659143
429,sierra grande,-41.606,-65.3557,45.88,44,6,6.96,AR,1716659256
430,moldova noua,44.7375,21.6669,62.1,63,34,9.75,RO,1716659257
431,muborak,39.2553,65.1528,69.51,35,0,23.91,UZ,1716659258
432,cabo san lucas,22.8909,-109.9124,91.18,44,88,10.0,MX,1716659214
433,antsohihy,-14.8796,47.9875,72.21,66,15,4.99,MG,1716659259
434,winnemucca,40.973,-117.7357,60.85,41,75,3.44,US,1716659259
435,viedma,-40.8135,-62.9967,50.14,44,6,6.69,AR,1716659260
436,fort bragg,35.139,-79.006,92.82,55,38,1.99,US,1716659260
437,usinsk,65.9939,57.5281,31.06,74,99,23.0,RU,1716659262
438,chabua,27.4825,95.1736,80.55,70,5,4.83,IN,1716659262
439,constitucion,-35.3333,-72.4167,55.65,74,100,9.13,CL,1716659157
440,boromo,11.75,-2.9333,94.98,30,100,7.72,BF,1716659264
441,labuan,5.2767,115.2417,80.96,94,20,0.0,MY,1716659264
442,gourcy,13.2167,-2.35,106.32,15,100,7.99,BF,1716659265
443,cafayate,-26.073,-65.9761,51.17,52,15,12.84,AR,1716659265
444,lamarque,-39.423,-65.7021,50.04,40,10,8.84,AR,1716659266
445,bontang,0.1333,117.5,79.09,90,97,6.67,ID,1716659267
446,lata,40.1629,-8.3327,66.31,62,26,8.46,PT,1716659267
447,filingue,14.3521,3.3168,103.59,21,58,7.58,NE,1716659268
448,batonyterenye,47.9696,19.8408,68.97,70,97,1.81,HU,1716659268
449,gouyave,12.1646,-61.7296,86.77,74,40,13.8,GD,1716659269
450,levuka,50.1834,-105.4011,55.11,47,22,4.97,CA,1716659270
451,nar'yan-mar,67.6713,53.087,30.11,79,94,20.0,RU,1716659271
452,guigang,23.0964,109.6092,77.59,94,100,4.41,CN,1716659271
453,gisborne,-38.6533,178.0042,57.02,61,44,11.1,NZ,1716659272
454,ji'an,27.1172,114.9793,75.83,86,0,6.44,CN,1716659159
455,peniche,39.3558,-9.3811,72.09,83,27,7.09,PT,1716659273
456,tutoia,-2.7619,-42.2744,83.93,76,51,5.59,BR,1716659274
457,pisco,-13.7,-76.2167,68.05,77,0,5.75,PE,1716659274
458,greymouth,-42.4667,171.2,49.95,74,100,18.95,NZ,1716659256
459,chibougamau,49.9168,-74.3659,58.62,44,20,5.75,CA,1716659238
460,bodaybo,57.8506,114.1933,51.55,67,8,0.85,RU,1716659276
461,bubaque,11.2833,-15.8333,81.52,73,72,15.08,GW,1716659276
462,mana,5.6592,-53.7767,81.63,82,99,7.67,GF,1716659277
463,arraias,-12.9288,-46.9437,86.67,22,93,4.14,BR,1716659278
464,sao vicente,-23.9631,-46.3919,71.78,70,100,3.44,BR,1716659176
465,mili,6.0815,171.735,83.59,80,18,16.08,MH,1716659279
466,nova odesa,47.3078,31.7851,62.17,41,0,9.06,UA,1716659279
467,guararapes,-21.2608,-50.6428,65.88,75,90,2.82,BR,1716659180
468,sinabang,2.4803,96.3801,81.86,83,100,0.72,ID,1716659280
469,carupano,10.6678,-63.2585,87.76,65,98,14.76,VE,1716659281
470,sao miguel do araguaia,-13.275,-50.1628,90.63,33,100,5.32,BR,1716659281
471,south hedland,-20.4089,118.5983,71.53,30,0,10.36,AU,1716659282
472,belaya kholunitsa,58.84,50.8528,53.56,90,100,9.24,RU,1716659283
473,oroqen zizhiqi,50.5667,123.7167,49.95,50,100,3.47,CN,1716659283
474,malemort-sur-correze,45.1701,1.5619,69.37,72,99,1.74,FR,1716659284
475,howrah,22.5892,88.3103,86.0,79,40,9.22,IN,1716659284
476,khorugh,37.4897,71.553,51.98,55,9,5.68,TJ,1716659285
477,ocean city,39.2776,-74.5746,84.18,70,75,5.99,US,1716659286
478,na mom,6.9586,100.5568,76.84,94,40,2.3,TH,1716659286
479,island harbour,50.724,-1.2758,63.03,62,76,5.01,GB,1716659287
480,fendou,46.65,124.8667,53.58,77,100,2.24,CN,1716659287
481,dronero,44.4657,7.3513,65.05,74,80,2.28,IT,1716659288
482,igra,57.5558,53.0547,55.47,85,45,12.41,RU,1716659289
483,torokszentmiklos,47.1833,20.4167,75.25,46,0,18.41,HU,1716659289
484,sibay,52.7181,58.6658,58.21,55,62,4.0,RU,1716659290
485,newman,37.3138,-121.0208,71.24,54,7,5.01,US,1716659290
486,christchurch,-43.5333,172.6333,44.94,78,84,5.75,NZ,1716659291
487,maputo,-25.9653,32.5892,73.08,83,0,5.01,MZ,1716659291
488,tralee,52.2704,-9.7026,55.65,88,100,13.8,IE,1716659292
489,marsa alam,25.0757,34.8918,80.33,45,0,11.79,EG,1716659292
490,mongagua,-24.0931,-46.6208,65.82,88,100,6.51,BR,1716659293
491,manado,1.487,124.8455,77.77,100,40,2.3,ID,1716659109
492,konarka,19.9,86.1167,88.2,70,100,9.42,IN,1716659294
493,gizo,-8.103,156.8419,82.06,82,100,5.5,SB,1716659295
494,crane,31.3974,-102.3501,93.72,9,0,10.38,US,1716659296
495,hami,42.8,93.45,81.46,15,3,25.41,CN,1716659296
496,dampit,-8.2116,112.7493,70.54,98,64,3.96,ID,1716659297
497,polovinnoye,54.7914,65.9864,44.87,60,7,10.27,RU,1716659297
498,urangan,-25.3,152.9,60.21,92,0,4.0,AU,1716659298
499,albufeira,37.0882,-8.2503,71.44,34,25,16.17,PT,1716659167
500,kuching,1.55,110.3333,80.02,96,20,0.0,MY,1716659154
501,onega,63.9061,38.1404,43.18,58,76,5.77,RU,1716659299
502,ixtapa,20.7,-105.2,85.23,58,0,5.75,MX,1716659300
503,placer,39.0666,-120.7677,59.85,67,32,5.99,US,1716659301
504,pokrovsk,48.282,37.1758,57.13,53,2,10.02,UA,1716659301
505,qui nhon,13.7667,109.2333,80.91,82,84,5.37,VN,1716659302
506,praia,14.9215,-23.5087,81.14,61,75,21.85,CV,1716659303
507,plastun,44.7561,136.2939,46.92,69,97,4.38,RU,1716659303
508,baheri,28.7833,79.5,96.84,24,52,7.07,IN,1716659304
509,prince rupert,54.3161,-130.3201,48.29,81,100,5.75,CA,1716659305
510,sao joao da barra,-21.6403,-41.0511,84.29,71,100,19.44,BR,1716659305
511,pahrump,36.2083,-115.9839,75.25,30,0,3.0,US,1716659306
512,la passe,45.5549,-0.8967,73.63,73,81,6.04,FR,1716659306
513,quang ngai,15.1167,108.8,76.5,93,100,3.58,VN,1716659307
514,gorodovikovsk,46.0878,41.9335,59.25,38,85,21.05,RU,1716659307
515,kalmar,56.6616,16.3616,64.33,82,5,4.61,SE,1716659308
516,kavieng,-2.5744,150.7967,83.48,79,53,14.92,PG,1716659309
517,charters towers,-20.1,146.2667,63.21,77,87,8.48,AU,1716659309
518,calingasta,-31.3308,-69.4078,55.26,25,0,7.11,AR,1716659310
519,antalaha,-14.9003,50.2788,69.58,81,38,7.99,MG,1716659310
520,baruun-urt,46.6806,113.2792,41.92,87,74,2.89,MN,1716659311
521,shimokizukuri,40.8061,140.3861,47.89,87,55,4.0,JP,1716659311
522,itamaraju,-17.0392,-39.5311,87.39,39,100,6.51,BR,1716659312
523,solwezi,-12.1688,26.3894,61.77,51,37,4.0,ZM,1716659313
524,lamu,-2.2717,40.902,79.63,82,34,16.46,KE,1716659313
525,maffra,-37.9667,146.9833,43.43,90,4,3.42,AU,1716659314
526,orsa,54.5153,30.4053,60.69,78,3,6.08,BY,1716659314
527,goz beida,13.95,20.55,95.16,17,17,5.75,TD,1716659315
528,pleiku,13.9833,108.0,71.85,94,100,1.36,VN,1716659315
529,brookings,44.3114,-96.7984,67.12,64,100,18.41,US,1716659202
530,valdivia,-39.8142,-73.2459,46.49,70,100,4.41,CL,1716659317
531,kuqa,41.7278,82.9364,74.53,24,100,6.4,CN,1716659317
532,pandan,14.0453,124.1694,81.95,83,100,12.41,PH,1716659318
533,wewak,-3.5534,143.6268,80.64,89,94,7.56,PG,1716659318
534,"laikit, laikit ii (dimembe)",1.4792,124.9735,74.25,100,40,2.3,ID,1716659319
535,lashio,22.9333,97.75,70.47,99,100,1.28,MM,1716659319
536,tekkali,18.6167,84.2333,82.87,79,94,5.17,IN,1716659320
537,thanatpin,17.2119,96.3033,78.98,98,100,3.51,MM,1716659321
538,santo augusto,-27.8508,-53.7772,50.85,67,97,7.94,BR,1716659321
539,pirawa,24.1551,76.0273,101.61,15,23,2.46,IN,1716659322
540,kuala terengganu,5.3302,103.1408,84.15,89,20,2.3,MY,1716659322
541,zhuanghe,39.7008,122.9911,59.58,93,100,8.7,CN,1716659323
542,pyay,18.8167,95.2167,78.75,92,100,12.77,MM,1716659323
543,tocopilla,-22.092,-70.1979,69.21,62,16,10.02,CL,1716659324
544,urzhar,47.093,81.6294,60.85,59,27,5.23,KZ,1716659325
545,al hawatah,13.4167,34.6333,101.86,19,10,4.18,SD,1716659325
546,soto la marina,23.7667,-98.2167,106.05,31,0,16.42,MX,1716659326
547,saint-francois,46.4154,3.9054,67.44,58,0,3.44,FR,1716659326
548,ciudad satelite,19.5167,-99.25,81.1,28,0,7.43,MX,1716659327
549,chos malal,-37.3781,-70.2709,38.43,98,100,5.48,AR,1716659327
550,tofol,5.3248,163.0078,83.66,80,67,11.77,FM,1716659328
551,juan griego,11.0817,-63.9655,89.11,60,100,12.71,VE,1716659329
552,mokrous,51.2333,47.5167,58.62,48,6,7.0,RU,1716659330
553,kerikeri,-35.2268,173.9474,52.92,89,17,3.0,NZ,1716659331
554,posto fiscal rolim de moura,-13.0833,-62.2667,80.71,42,73,6.8,BR,1716659331
555,cromwell,41.5951,-72.6454,82.17,45,0,10.36,US,1716659332
556,lambare,-25.3468,-57.6065,57.63,62,75,9.22,PY,1716659142
557,paradip garh,20.3167,86.6167,86.02,78,100,14.07,IN,1716659333
558,box elder,41.5005,-112.8764,57.04,53,100,11.41,US,1716659334
559,ouarzazat,30.9189,-6.8934,91.69,8,36,10.36,MA,1716659335
560,olinda,-8.0089,-34.8553,85.73,70,75,16.11,BR,1716659132
561,sonoita,31.85,-112.8333,82.11,22,0,11.59,MX,1716659336
562,sao jose da coroa grande,-8.8978,-35.1478,81.97,65,49,9.13,BR,1716659337
563,magadan,59.5667,150.8,46.53,77,96,12.88,RU,1716659337
564,la sierpe,2.8518,-77.6155,85.87,69,38,5.95,CO,1716659338
565,bensonville,6.4461,-10.6125,85.55,83,87,6.82,LR,1716659338
566,nicoya,10.1483,-85.452,90.93,57,24,4.12,CR,1716659339
567,aykhal,66.0,111.5,44.35,97,100,7.36,RU,1716659339
568,kapoeta,4.7717,33.5903,85.1,49,93,7.83,SS,1716659340
569,tondano,1.3038,124.9112,69.89,98,100,1.34,ID,1716659341
570,dickinson,29.4608,-95.0513,95.13,72,40,10.36,US,1716659200
571,southold,41.0648,-72.4262,77.83,69,59,7.74,US,1716659342
572,kargil,34.5667,76.1,48.7,47,36,6.38,IN,1716659342
573,palikir - national government center,6.9248,158.1611,81.34,83,100,4.61,FM,1716659343
574,tyup,42.7276,78.3648,55.8,65,84,3.83,KG,1716659344
575,pangai,-19.8,-174.35,77.58,79,100,14.47,TO,1716659345
576,xilin hot,43.9667,116.0333,45.9,73,87,15.12,CN,1716659346
